SMILES,Inhibition_A,Inhibition_B,Inhibition Mean
COC1=CC(=C(C=C1)OC)CN2CCN(CC2)C(=O)C3=CC=CO3.C(=O)(C(=O)O)O,12.2842,2.48461,7.384405
C1CC2=CC=CC=C2N(C1)S(=O)(=O)C3=CC(=C(N=C3)Cl)Cl,3.42749,8.76731,6.0974
C1=CC(=CC=C1CCNC2=C(C=C(C=C2)C(CC(=O)N)NC(=O)C3=CC=C(C=C3)Br)[N+](=O)[O-])F,1.56726,-0.191732,0.687764
CC1=CC=CC=C1CCNC(=O)C2CCCN(C2)C3=NC=CN=C3,1.40565,3.67796,2.541805
CCOC1=CC=CC=C1OCCCCOC2=CC=CC=C2F,10.669,4.92698,7.79799
CN(C1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=NN=C(O3)C4=CC=CO4,38.3525,46.1808,42.26665
CC1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)F)OC1CN(C)S(=O)(=O)C4=CC=C(C=C4)OC)C(C)CO,5.63257,7.07965,6.35611
C1=CC2=C(C=C1O)OC(=O)C=C2O,1.55444,-1.1608,0.19682
CCC1=NOC(=C1C(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CC=C3C(F)(F)F)C,6.28137,5.3985,5.8399350000000005
CC(C1=CC2=C(O1)C(=CC=C2)OC)N(CCCN3CCOCC3)C(=O)NC4=CC=CC=C4,-12.963,-12.8839,-12.92345
CC1=CC=C(C=C1)C=NNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,-3.11745,-2.14153,-2.62949
C1=CC(=CC=C1CC2=NN=C(O2)C3=CC=C(C=C3)F)[N+](=O)[O-],2.12949,1.06434,1.596915
CCC1=CC=CC=C1NC(=O)CN2C3=CC=CC=C3C(=O)N(C2=O)C4=CC=C(C=C4)CC(=O)NCC5CCCO5,0.186498,1.36414,0.775319
CC1=NN(C(=C1C2=CC=CC=C2)N=CC3=CC=C(C=C3)O)C4=CC=CC=C4,6.41858,1.99924,4.20891
CCN1C(=NN=C1SCC(=O)N2CCCC(C2)C)C3=CC=CO3,5.3123,3.5552,4.43375
CCC(=O)NC1=C(C=CC(=C1)NC(=O)CSC2=NC=C(N2CC3=CC=CO3)C4=CC=C(C=C4)F)C,-1.83993,-4.32605,-3.08299
CC1=C(C(=NO1)C(=O)N2CCN(CC2)C3=CC=CC=C3OC)[N+](=O)[O-],-1.45299,6.64735,2.5971800000000003
CC1=CC(=C(C=C1Br)S(=O)(=O)N2CCCC2)OC,6.40998,1.88217,4.146075
CC1=C(SC(=N1)NN=C2CC3CCC2(C3(C)C)C)C(=O)C.[Br-],5.23367,4.18069,4.70718
CCC1=NC2=C(C(=N1)NC3=CC=NC=C3)OC4=CC=CC=C42.[Cl-],-0.94235,1.19188,0.124765
CC1=C(N=CN1)CSCC2=CC=C(C=C2)Cl.[Cl-],6.85642,4.47643,5.666425
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)OCC(=O)NCC3=CC=CO3,-0.610568,-0.447376,-0.528972
CC1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CC(=O)NNC(=O)C3=CC=CC=C3F)C,2.52185,2.12567,2.32376
C1COCCN1CC(=O)N2CC(=O)NC3=C(C2C4=CC=CC=C4)C=C(C=C3)Br,6.53924,5.74156,6.1404
CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)N2CCOCC2)NC(=O)C3=CC(=CC=C3)S(=O)(=O)N4CCCC4,4.74228,5.34946,5.04587
COC(CC(=O)NNC(=S)NC1=CC=C(C=C1)Cl)OC,1.50371,-1.02778,0.2379650000000001
CCOC(=O)CN1C2=CC=CC=C2SC1=O,0.983842,4.62227,2.803056
CCOC1=C(C=CC=N1)C(=O)NC2=CC(=C(C=C2)F)F,1.90069,1.18215,1.54142
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NN(C=C3C=C(C#N)C#N)CCC#N,-2.54151,3.25758,0.3580349999999999
CCCC1=CC(=O)OC2=CC(=CC(=C12)O)C,1.37703,-2.04037,-0.3316699999999999
COC1=C(C=C(C=C1)C(=O)N2CCCCC2)S(=O)(=O)NC3=CC=CC(=C3)C(=O)O,-4.48166,-1.65263,-3.067145
CNCC1=CC=CC=C1OCC2=CC=C(C=C2)F.[Cl-],-0.822139,1.26518,0.2215205
CNC(=O)CN(C1=CC(=CC=C1)Br)S(=O)(=O)C,-0.736554,0.88557,0.0745079999999999
C1CCC(C1)(C2=CC(=CC=C2)F)C(=O)OCC(=O)NC3=CC=C(C=C3)C(=O)N,0.210452,0.490789,0.3506205
CC(CC1=CNC2=CC=CC=C21)NC(=O)OCC[N+](C)(C)C.[I-],-3.31576,-3.03076,-3.17326
CC1=C(C(=C(N=C1C)SCC(=O)NC2=C(N(N(C2=O)C3=CC=CC=C3)C)C)C#N)C,2.41981,-0.802818,0.808496
CN(CC(=O)NC1=CC=CC=C1Br)C(=O)C2=CC3=C(S2)CCCCC3,6.38966,2.62999,4.509825
CC1CCC[C@]2(O1)C(C(CC(O2)CCO)O)O,3.62401,2.68901,3.15651
C1=CC(=C(N=C1)[N+](=O)[O-])OCC(=O)NCC2=CC=C(C=C2)F,2.24988,4.40415,3.327015
CCOC(=O)C1CCN(CC1)C(=O)COC2=CC(=C(C(=C2)C)Br)C,-9.71259,-7.53531,-8.62395
C1CCC2=C(C1)C3=C(CCCC3=NO)N=N2,2.67685,2.46599,2.57142
CCOC1=C(C(=CC(=C1)CNN2C=NN=C2)Br)OCC(=O)NC3CCCCC3,4.80509,3.1925,3.998795
COC1=CC(=CC(=C1OC)OC)/C=C\2/C(=O)N(C(=S)S2)CC(=O)NC3=CC=CC=N3,0.563248,2.01052,1.286884
CC1CN(CC(O1)C)C(=O)CCNC(=O)C2=CC=C(C=C2)Br,1.55822,2.43652,1.99737
COC1=CC=C(C=C1)NCC2=CC=C(S2)[N+](=O)[O-],3.34057,6.89235,5.11646
CC1=CC(=C(C=C1Cl)C)S(=O)(=O)NCC2=CC=CO2,8.47125,3.41401,5.942629999999999
CC1=CC=C(C=C1)C(=O)N2C(=NC(=N2)C3=CC=CC=C3)NCC4=CC=CO4,-0.504239,2.13314,0.8144505
CC(C)(C)C1=CC2=C(C=C1)OCC(=O)N2CC(=O)N3CCOCC3,-0.806907,6.72828,2.9606865
CC1CCN(CC1)C(=O)C2=CC(=C(C=C2)SCC3=CC=CC=C3F)[N+](=O)[O-],-3.43351,2.57248,-0.430515
CC1=CC2=C(C=C1)N=C(S2)C3=CC=C(C=C3)NC(=O)COC(=O)C4=CC=C(O4)Br,-8.11243,-8.70956,-8.410995
CC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=C(C=C3)Br)C(=S)NC,2.03571,-3.75099,-0.85764
CC1=CC=C(C=C1)S(=O)(=O)NN=C2C3CC4CC(C3)CC2C4,0.768733,-1.41521,-0.3232385
CN1C2=C(N=C1NCC3=CC=CC=C3)N(C(=O)N(C2=O)C)C,5.77335,5.14354,5.458444999999999
CC(C)NC(=O)C1=CC2=C(C=C1)C(=O)N(C(=S)N2)C3CCCC3,8.32842,5.0055,6.66696
C1=C(OC(=C1)Br)C(=O)OCC(=O)NC2=C(C=C(C=N2)Cl)Cl,4.87579,0.3051,2.5904450000000003
CC1=CC=C(C=C1)COC(=O)C2=C(C=CC(=C2)S(=O)(=O)N3CCCCC3)N4CCOCC4,-0.12716,1.44971,0.6612750000000001
CCC1=NN=C(S1)NC(=O)C2=CC=C(O2)C3=CC=C(C=C3)F,-1.86909,0.449066,-0.710012
C1=CC=C(C=C1)C(=O)NC(=O)COC(=O)C2=CC3=C(C=C2)N=CS3,3.23402,7.59603,5.415025
C1=CC=C(C=C1)CCC(=O)NC2=C(C(=C(C(=C2F)F)F)F)F,-1.25837,-9.38923,-5.323799999999999
CCC1=CC=CC=C1OCC(=O)NC2=C(C=C(C=C2)N3CCCC3)C,5.82319,5.2323,5.527745
CCCOC1=CC=C(C=C1)N2C(=O)C/C(=C\C3=CC=CC=C3)/C2=O,2.33232,3.80334,3.06783
CCCCOC1=CC=C(C=C1)C(=O)NCC(=O)NNC(=O)C2=CC=CO2,2.93462,4.39359,3.664105
CC(C)(C)OC(=O)N1CCC(CC1)C(=O)NC2=CC=C(C=C2)C(=O)N(C)C3CCC3,3.58164,4.93736,4.2595
CC(C)(C)C1=CC=C(C=C1)OC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCN(CC3)C,1.18956,2.17258,1.68107
CC(C(=O)NC1=CC2=CC=CC=C2C=C1)OC(=O)C3=CC(=NC4=CC=CC=C43)C5=CN=CC=C5,-2.07798,1.84893,-0.1145250000000001
CC1=CC(=NO1)N2C(=O)C3C4CC(C3C2=O)C=C4,4.26533,2.32882,3.2970749999999995
C1CCN(C1)C(=O)/C=C/C2=CC=CS2,2.51582,0.944882,1.7303510000000002
CCOC1=C(C=CC(=C1)C=NNC(=O)CN2CCCCC2)OCC3=CC=CC=C3,2.08766,3.99178,3.03972
CC/C(=C\C1=[N+](C2=C(S1)C=CC(=C2)OC)CCCS(=O)(=O)[O-])/OCC,-0.715656,3.63745,1.460897
C1=COC(=C1)C(=O)NC2=C(N=C(NC2=O)SCC(=O)O)N,-1.20353,2.74556,0.7710149999999999
CC1=C(C(=NN1C)C)S(=O)(=O)N2CCC(CC2)C(=O)NCCC3=CCCCC3,2.33316,-1.33524,0.4989599999999999
CC1=C(C(=O)NC(=N1)SCC(=O)C2=CC(=C(C=C2)F)F)OC3=CC=C(C=C3)F,15.2932,3.28714,9.29017
CCN(CC)CCN1C(=O)C2=C(C3=CC=CC=C3S2)N=C1SCC(=O)NC4=CC(=CC=C4)OC,4.70183,2.9905,3.846165
COCC1=CC(=CC=C1)NC(=O)CC2=CC=CC3=CC=CC=C32,-1.38277,-1.44423,-1.4135
CCSC1=NN=C(S1)NC(=O)CSC2=NN=C(O2)CNC(=O)C3=CC(=C(C(=C3)OC)OC)OC,6.00433,-2.03402,1.985155
CC1=CC=CC=C1NC2=NC(=NC(=N2)N)COC(=O)CNC(=O)C3=CC(=CC(=C3)C)C,2.41859,-2.7969,-0.1891549999999999
C1CC2=C(C1)C=C(C=C2)NC(=O)CC3=CC=C(S3)S(=O)(=O)N4CCOCC4,-1.94647,1.26115,-0.3426599999999999
CCN1C(C(C(NC1=NCCCOC(C)C)C2=CC=CC=C2)C(=O)OC)C,1.45227,6.93744,4.194855
COC1=CC=CC=C1CN(CC2=CC=CO2)S(=O)(=O)C3=CC(=C(C=C3)N4C=NN=N4)OC,10.0598,8.65369,9.356745
CC1=CC=C(C=C1)C(=O)N2C(CC(=N2)C3=CC(=CC=C3)NS(=O)(=O)C)C4=CC=CS4,-0.556362,1.90529,0.674464
CC1=CC(=C(C=C1)NC2=NCC(=O)N2C3=CC4=C(C=C3)OCCO4)C,-0.993946,-3.2065,-2.100223
C1CN(CCN1C(=O)CNC(=O)C2=CC=CC=C2F)S(=O)(=O)C3=C(C=CC=C3F)F,-0.387057,-0.106238,-0.2466475
CC1CCC2=C(C1)C=C(S2)C(=O)NCC(C3=CC=C(C=C3)OC)N4CCOCC4,-0.515627,4.46849,1.9764315
CC(C)(C)N(C(=O)C1=CC(=CC=C1)C(=O)N(C(C)(C)C)NC(=O)C2=CC=CC=C2)NC(=O)C3=CC=CC=C3,2.8118,4.37018,3.59099
C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NS(=O)(=O)C3=C(C=CC(=C3)[N+](=O)[O-])Cl,1.36134,6.30095,3.831145
CC1=CC(=CC=C1)C(=O)NCC(=O)N2CCC2,0.620309,4.91829,2.7692995
CC(C)(C)C1=CC(=C(C=C1CCC(=O)N2CCNCC2)C(C)(C)C)O,8.24111,6.3226,7.281855
CC1CCCN(C1)CC2=C(N3C(=CC(=NC3=N2)C)C)Br,2.73673,1.37314,2.054935
C1=CN(C=C1)C2=C(C(=CC=C2)N3C=CC=C3)C#N,0.830117,4.08281,2.4564635
C1=CC=C2C(=C1)C(=CC(=O)N2)C(=O)NCC3=CC=C(C=C3)Cl,-0.400754,-1.97879,-1.189772
C1=CC=C(C=C1)C(C(=O)NN=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])O,11.941,20.6488,16.294900000000002
CC1=CC=C(O1)CN2C(=O)C3=C(C=CC(=C3)N4CCOCC4)NC2=S,3.22531,2.69852,2.961915
CCCCCCN1C(=NC2=C(C1=O)C(=O)C3=C(O2)C=C(C=C3)OC)C4=CC=CO4,28.9893,29.4227,29.206
COC1=CC=C(C=C1)CN(C(C2=CC=C(C=C2)OC)C(=O)NC3CCCC3)C(=O)C4=NSC(=C4Cl)Cl,2.4914,1.89975,2.195575
C1=CC(=CC=C1CN2C3=C(C(=NC=N3)SCC(=O)N)N=N2)F,5.9371,10.0177,7.977399999999999
CCC(=O)N1C(CSC1C2=CC=C(C=C2)OC)C(=O)O,8.24902,-2.7987,2.72516
CC1(CC2=CC=CC=C2C(=N1)C3=CC4=CC=CC=C4OC3=O)C,2.05203,7.01212,4.532075
CC1=CC(=CC(=C1Cl)C)OCCCCN2C(=O)C(NC2=O)(C)C,9.26568,6.4115,7.83859
CC1=C(C=C(C=C1)NC(=O)CN(C2=CC=CC=C2)S(=O)(=O)N(C)C)C,3.6432,7.74844,5.69582
CCNC(=S)NN=CC1=C(C=CS1)C,0.434748,-0.191007,0.1218705
CC(C)CCNC(=O)C1=CC=C(O1)CS(=O)(=O)CC2=CC=CC=C2F,0.544573,4.06307,2.3038215
C1=CC(=CC=C1CCNC(=O)C2=CC(=CN=C2)Br)S(=O)(=O)N,-1.68313,-0.92711,-1.30512
CC1=C(C(=NN1CC(=O)NC2=CC=C(C=C2)C#N)C)[N+](=O)[O-],0.425214,1.71617,1.070692
C[N+](C)(C)C1=CC=C(C=C1)C=NNC2=C(C(=C(C(=N2)Cl)C#N)Cl)Cl.[I-],8.13293,9.56068,8.846805
CC1(C(=O)C=C2C=C(N(C=C2C1=O)C3=CC=CC=C3)C=CCOC)OC(=O)C4=NC5=CC=CC=C5N=C4,3.78236,11.2556,7.51898
CC1CCN(CC1)CCNC(=O)C2=C(C(=C(N2)C)C(=O)C)C,-3.86524,-2.05042,-2.95783
CC(C)C1=CC(=C(C=C1)OC)S(=O)(=O)NCC2CCCO2,-1.87127,-2.15565,-2.01346
C1=CC=C(C=C1)C(CC(=O)OCN2C(=O)C3=CC=CC=C3N=N2)C4=CC=CC=C4,-2.2756,-2.8455,-2.56055
COC1=CC=CC2=C1N=C3C(=C2OC)C=CO3,1.98993,-0.922495,0.5337175000000001
CCC(=O)C1=CC=C(C=C1)OCC(=O)OCC(=O)N2CCN(CC2)C3=CC=C(C=C3)OC,11.8779,-0.921659,5.4781205
CC1=CC=C(C=C1)SCCC(=O)NC2=CC=CC=C2C(=O)NC3CCCCC3,7.56584,5.89314,6.72949
C1CCC(CC1)(C#N)NC(=O)COC(=O)C2=CN=C(C=C2)Cl,0.356092,-0.349067,0.0035125
COC1=C(C=C(C=C1)CCNC(=O)CSC2=NN=C3N2N=C(C=C3)C4=CN=CC=C4)OC,-0.509884,-1.62954,-1.069712
CC1=NN=C(S1)NC(=O)C(C)SC2=NN=C(N2C(C)C)C3=CC=CO3,1.4326,2.597,2.0148
CC1=CC(=CC=C1)CN2C(=O)C(=C(C=N2)Cl)Cl,3.74147,1.66856,2.705015
CC1=C(C(=CC=C1)N2N=C3C(=[N+]2[O-])CCC4=NON=C43)C,3.09302,-0.525881,1.2835695
CC1=C(N=C(O1)C2=CC=CC=C2Cl)CN3CCCCC3CO,5.73353,4.81982,5.276675
CCCNS(=O)(=O)C1=CC=C(C=C1)CCC(=O)N2CCN(CC2)C3=CC=C(C=C3)F,2.24112,4.07951,3.160315
CN1C2=C(N=C1SCC(=O)N3CCC4=CC=CC=C4C3)N(C(=O)N(C2=O)C)C,8.59928,2.95733,5.778305
CCOC(=O)C1=CC=C(C=C1)OCC2C3=CC(=C(C=C3CCN2)OC)OC,1.11392,2.09713,1.605525
CC1CC2C(O2)CC1COC(=O)C3CC4C(O4)CC3C,3.97575,0.865703,2.4207265
CC1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)NC(=O)CC(C)C,2.01843,0.949168,1.483799
CN1C2=C(C(=O)NC1=O)N(C(=N2)NCC3=CC=CC=C3)CCOC,-1.83841,-1.4312,-1.634805
C1CCC(C1)CCC(=O)NC2=CC=CN(C2=O)CC3=CC=CC=C3Br,-6.80928,-3.84253,-5.3259050000000006
CC(=NNC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)NC2=CC=CC=C2C(=O)O)C3=C(C=C(C=C3)OC)OC,9.74482,6.94539,8.345105
CC1=C(C(NC(=O)N1)C2=CC=C(C=C2)O)C(=O)OCC=C,3.93327,1.6701,2.801685
CC1=CC=C(C=C1)C(=O)NCCC2=NN=C3N2N=C(C=C3)SCC(=O)NCC4=CC=C(C=C4)F,5.87672,1.5945,3.73561
CC1=CC(=CC(=C1)OC2=CC=C(C=C2)NC(=O)C3CC=CCC3C(=O)O)C,4.32078,3.78551,4.053145
CC1=NC2=CC=CC=C2C(=C1C(=O)NC3=CC=CC=C3OC)C(=O)O,-0.023263,1.17269,0.5747135
CCOC1=CC=CC=C1NC(=S)N2CCC(CC2)NC(=O)NC34CC5CC(C3)CC(C5)C4,-2.89406,-2.47629,-2.685175
COC1=C(C=C(C=C1)C=NNC(=O)C2=CC=CC=C2O)CN3C=C(C=N3)Cl,0.947445,2.12048,1.5339625
C1CCN(CC1)C(=O)CN2C(=O)C3=C(C=CS3)N(C2=O)CC(=O)NCC4=CC=CC=C4,4.14351,1.37844,2.760975
C1CC(=O)N(CCC1NC(=O)OCC2=CC=CC=C2)CCC(C3=CC=CC=C3)OC4=CC=CC=C4,-1.01802,-1.30351,-1.160765
CCCOC(=O)CC1C(=O)NCCN1C(=O)OC(C)(C)C,4.6381,2.34995,3.494025
CN(C)CCN(C1=NC2=CC3=C(C=C2S1)OCCO3)C(=O)C4=CC=C(C=C4)N5C(=O)CCC5=O.[Cl-],1.81253,1.79227,1.8024
COC1=C(C=C(C=C1)CCNC2=C(N=C(O2)COC3=CC=C(C=C3)Br)C#N)OC,2.57639,-2.48707,0.0446599999999999
CC(C(=O)NCC(C1=CC=CO1)N2CCCCC2)SC3=CC=C(C=C3)Cl,3.77959,4.95925,4.36942
CC(C)CC(C(=O)OC(C)(C)C)NC(=O)C1=C(NC=N1)C(=O)NCC2=CC=C(C=C2)CNC(=O)OC(C)(C)C,1.53085,4.22748,2.879165
CCOCCCNC(=O)C(CC1=CC=CC=C1)NS(=O)(=O)C2=CC=CC3=NSN=C32,3.73956,0.826873,2.2832165
CN1C(=NN=C1SCC(=O)C2=CC(=C(C=C2)OC)OC)CNC(=O)C3=CC=CC=C3F,-0.130981,1.53242,0.7007194999999999
CCCOC1=CC=C(C=C1)C(=O)NNC(=S)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4,10.5748,7.86963,9.222215
CC(C)CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C2C3=CC=CC=C3OC4=CC=CC=C24,-12.9137,-0.69394,-6.80382
C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)C2=CC3=C(N2C)C=CC(=C3)Cl,7.90571,8.20377,8.05474
CC1=CC=CC=C1N(C(=O)C2=CC=CC=C2)NC(=O)C(C3=CC=CC=C3OC)(C4=CC=CS4)O,1.0219,0.760325,0.8911125
CC1=CC=C(C=C1)CNC2=CC3=C(C=C2)N(C=N3)C,1.28518,1.51479,1.399985
CN1C(=NN=C1SCC(=O)C2=CC=CC=C2)C3=CN=CC=C3,9.58041,6.73054,8.155475000000001
CCC1=C(C=C(C=C1)C2=NC3=CC=CC=C3N=C2)NC(=O)CNC(=O)C4=CC=CC=C4,9.85871,-1.66363,4.09754
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)COC(=O)C3=CC(=NC4=CC=CC=C43)C5=CC6=C(C=C5)C=C(C=C6)OC,0.927684,3.15589,2.041787
C1CN(CCN1C2=CC=CC=C2F)C(=O)COC3=CC=CC=C3Cl,4.77928,2.05253,3.415905
CC1=CC2=C(C=C1)N=C(C3=C2SC(=C3)C(=O)NCCCN4CCCC4)Cl,-0.0721154,-2.82117,-1.4466427
CN1C2=CC=CC=C2C(=C(C1=O)C(=O)C3=CC=CC=C3)O,5.5621,5.08737,5.324735
CNC(=S)NNC(=O)C1=C(C=CS1)OCC2=CC(=CC=C2)C(F)(F)F,-0.231481,3.3171,1.5428095
CC(C(=O)NC1=CC2=C(C=C1)OCO2)OC(=O)CCC3=NC4=CC=CC=C4C(=O)N3,0.151588,1.39696,0.774274
CCN1C2=C(C=C(C=C2)Br)C3=C1C(=NO)CCC3,-1.4213,-5.59568,-3.50849
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C3CCCCCCC3.C(=O)(C(=O)O)O,-2.91386,0.482005,-1.2159275
C1CC1C(=O)NN=CC2=CC(=C(C=C2)Cl)[N+](=O)[O-],0.238361,0.636377,0.437369
CC(C(=O)NC1=CC=C(C=C1)C(=O)N)OC(=O)CC2CC3CCC2C3,3.46105,1.63922,2.550135
C1=CC(=CC(=C1)[N+](=O)[O-])/C=C/2\C(=O)NC(=S)N2,3.98045,8.02431,6.00238
CC(=O)NC1=C(C=CC(=C1)C(=O)NCCOC)S(=O)(=O)C2=CC=C(C=C2)Cl,0.199904,1.72625,0.963077
C1=CC(=CN=C1)C(=O)NC(=S)NCCOCC2=CC=C(C=C2)Cl,4.00884,0.788619,2.3987295
CC1(C(=O)N(C(=O)N1)CC(=O)NC2=CC=C(C=C2)C(=O)N)C3=CC=CC=C3,-2.13468,-0.377032,-1.255856
COC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=C(C=CC(=C3)C(F)(F)F)Cl)CC4=CC(=O)NC(=O)N4,-5.20989,-2.4088,-3.809345
CCCN1C(=NC2=NC3=CC=CC=C3N=C21)C4=CC=CS4,14.0445,16.6341,15.3393
C1=CC=C(C=C1)CN2C3=NC=NC(=C3N=N2)NCCC4=CC=C(C=C4)Cl,-7.04635,-0.33021,-3.68828
CCCCNCC(=O)NC1=CC=C(C=C1)NC(=O)CNCCCC,-7.59919,-4.2236,-5.911395000000001
CN1C2=CC=CC=C2SC1=NC(=O)CS(=O)(=O)C3=CC=C(C=C3)F,-0.113473,2.42741,1.1569685
CC1=NC2=CC=CC=C2C(=C1)C(=O)NN=CC3=C(C=CC(=C3)[N+](=O)[O-])O,84.8476,82.4176,83.6326
CC1=CC(=O)N2C(=N1)C=C(N2)C3=CC=C(C=C3)Cl,8.69422,13.893,11.29361
CC(=NO)/C=C/C1=CC=C(C=C1)O,-3.97278,0.497952,-1.737414
COC1=C(C(=CC(=C1)C=NNC(=O)OC)Cl)OCC2=CC=CC=C2F,6.26934,7.9186,7.09397
C1COCCN1C2=NC=C(C=C2)C#N,3.48449,1.88103,2.68276
C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC(=CC=C3)NC(=O)C4=CC=CC=C4Cl.C(=O)(C(=O)O)O,0.154392,-0.891862,-0.368735
CC1=CC(=C(C=C1)OC)NC(=O)CNC2=CC=CC=C2CN(C)C3CCCCC3,0.570207,4.36849,2.4693485
COC1=CC=C(C=C1)N(C(C2=CC=CC=C2)C(=O)NC3CCCC3)C(=O)C4=CC=CO4,-2.24379,-6.06276,-4.153275
CC1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(=O)NCCOC,-0.317989,1.67913,0.6805705
CCOC(=O)C1(CCN(CC1)S(=O)(=O)N(C)C)CCCC2=CC=CC=C2,8.26525,10.8722,9.568725
C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C2=C(C(=C(C(=C2F)F)F)F)F,3.22965,3.48191,3.35578
CCOC(=O)CC(C1=CC=C(C=C1)OC)N.[Cl-],-3.83801,-2.47084,-3.154425
CC1=C(SC=C1)C=NNC(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=CC=C3Cl,9.31948,10.6857,10.00259
CC1=CC=CC=C1C2=NC3=C(O2)C=CC(=C3)N,7.84056,9.43268,8.63662
CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)N2CCCC2)C(=O)OCC(=O)/C(=C(\C)/N)/C#N,4.88853,3.53905,4.21379
CC1=CC=C(C=C1)S(=O)(=O)/C(=C\N(C)C)/C2=CN=C(S2)Cl,-0.0145465,-2.30033,-1.15743825
CCN(CC)CCCN1C(/C(=C(/C2=C(NC(=C2C)C(=O)OCC)C)\O)/C(=O)C1=O)C3=CN=CC=C3,1.17466,5.6538,3.4142300000000003
CC(C)C1=CC=C(C=C1)NC(=O)COC2=C(C=C(C=C2)F)C(=O)C3=CN(N=C3)C4=CC=CC=C4,-2.92131,1.73002,-0.5956450000000001
CC1=C(N=C(N=C1C)SCC(=O)NC2=C(C=CC(=C2)S(=O)(=O)N3CCOCC3)Cl)C,0.381039,-1.22211,-0.4205355
COC1=CC=CC=C1N/C(=N/C2=NC(=CC(=O)N2)C(F)(F)F)/N,1.16955,1.043,1.106275
COCC(=O)OCC(=O)N1C(CC(=N1)C2=CC=C(C=C2)Cl)C3=CC=CO3,7.07116,9.11266,8.09191
CC1=C(C(=NN1)C)S(=O)(=O)NC2=CC3=C(C=C2)OCCO3,-1.07657,-1.8356,-1.456085
CCOC(=O)C1=C(SC(=C1C)C(=O)N2CCCC2)N,2.42543,4.39216,3.408795
COC1=CC=C(C=C1)NC(=O)CSC2=NC3=C(S2)C=C(C=C3)NC4=NC(=NC(=N4)N5CCOCC5)N6CCOCC6,6.44602,5.40833,5.927175
C1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C(=O)NC3=CC(=CC=C3)Br,1.02618,5.6939,3.36004
C[C@@]12[C@H](C[C@@H](C(=O)N1CCC3=C2NC4=C3C=CC(=C4)CCC(=O)N(C)C)CC(=O)NCCCN5C=CN=C5)C(=O)N6CCOCC6,2.08425,1.52489,1.80457
CC1COC(O1)(C)CC(=O)NN2C(=O)C3=CC=CC=C3C2=O,2.16964,3.40335,2.786495
COC1=CC=C(C=C1)CNC2=NC(=NN2C(=O)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4,0.879219,1.99882,1.4390195
COCCNC(=O)C1=CC(=CC=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3,-3.06657,2.76447,-0.1510499999999999
CCNC(=O)C(CCSC)NS(=O)(=O)C1=CC=C(C=C1)C,1.8414,3.44963,2.645515
CC1=C(C(=O)C2=C(N1)C=CC(=C2)Cl)CN3CCCC3,3.06682,4.36232,3.71457
C1C(=O)NC2=CC=CC=C2N1C(=O)COC(=O)C3=C(N=CC=C3)Cl,-4.87635,0.664041,-2.1061545
CN(C)C1=C(C=C(C=C1)Cl)N.[Cl-],-0.798587,-0.322983,-0.5607850000000001
CC1=C(C(=NN1CC2=CC=CC=C2Cl)C)C(=O)NC3=NCCS3,3.19778,0.986616,2.092198
CC(C)N1C(=O)CCN(C2=CC=CC=C21)C=O,3.90482,6.23943,5.072125
CC1=NOC2=C1C(C3=C(N2)CCCC3=O)C4=CC=C(C=C4)OCC5=CC=C(C=C5)C(=O)OC,24.7046,24.9206,24.8126
CC1=CC=C(C=C1)NC(=O)CN2CCOCC2,5.41356,3.36648,4.39002
CCOC(=O)N1CCN(CC1)C(=O)C2=CC(=CC=C2)NC(=O)C3=CC=CO3,0.899976,-2.0543,-0.577162
CCOC(=O)C1(CCN(CC1)CC2=CC(=C(C=C2)OC)O)CCOC3=CC=CC=C3,-0.749845,-0.737005,-0.743425
