SMILES,Inhibition_A,Inhibition_B,Inhibition Mean
COCCCNC(=O)C1=CC=CN2C1=NC3=CC4=CC=CC=C4C=C3C2=O,9.24006,3.01027,6.125165
COCCCN1C(/C(=C(/C2=CC=CC=C2)\O)/C(=O)C1=O)C3=CC4=C(C=C3)OCO4,4.78584,5.43665,5.111245
CC1=C(C=C(C(=N1)N2CCN(CC2)C3=CC=CC=C3)C#N)C(=O)C,-1.52962,-1.21352,-1.37157
CC1CC(=O)NC2=CC=CC=C2N1C(=O)COC3=CC4=C(C=C3)C=C(C=C4)Br,7.22264,11.5057,9.36417
CSC1=CC=CC(=C1)NC(=O)N,4.01244,2.96242,3.48743
CN1CCN(CC1)C(=O)/C(=C\C2=CC=CS2)/NC(=O)C3=CC=CS3,1.90676,3.87168,2.88922
C1=CC(=C(C(=C1)Cl)Cl)S(=O)(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CC=N3,5.15852,3.54374,4.35113
CC1=CC(=C(C=C1)NS(=O)(=O)C2=C(NC(=C2C(=O)N3CCCCC3)C)C)Cl,1.85859,0.983815,1.4212025
C1CCC(C1)NC(=O)CSC2=NN=C(C=C2)C3=CC=C(C=C3)Br,-2.37497,0.47638,-0.949295
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)N3C=C[N+](=C3)CC(C4=C(C=C(C=C4)Cl)Cl)OCC5=C(C=C(C=C5)Cl)Cl)Cl.[Cl-],100.106,100.619,100.3625
COC1=CC(=CC(=C1OC)OC)NC(=O)CCNC(=O)CN2C=CC3=CC=CC=C3C2=O,2.67985,3.8945,3.287175
CCCC1=CC2=C(C=C1)OC(=C2C)C(=O)N(C)CCN3C=CN=C3C,3.00396,3.76256,3.38326
CC1=CC(=C(C=C1)NC(=O)CN2CCCC2C3=CC=CN3C)Br,9.06243,3.97303,6.51773
CC1CN(CC(O1)C)C(=O)C2=C(C=NN2C)[N+](=O)[O-],2.916,1.67094,2.29347
COC(C1NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)F)OC,4.67119,3.43374,4.052465
C1CCC(C1)N2CC(CC2=O)C(=O)NCC3CCCO3,-0.548473,2.85543,1.1534785
CC(C1=CC=CC=C1)NC(=O)CSC2=NNC(=N2)N,0.983607,4.85867,2.9211385
COCCCNC1=C(C(=O)C2=CC=CC=C2C1=O)Cl,34.4608,31.0285,32.74465
CCCN1C(=C(C(=O)NC1=O)N(CCOC)C(=O)C2=CC3=C(S2)CCCCC3)N,2.31977,5.84442,4.082095000000001
C1=CC=C(C=C1)CNC(=O)CSC2=C(SC=C2)[N+](=O)[O-],11.0401,7.87639,9.458245
CCCCC1CC1C(=O)NC2=NC=C3C(=N2)CC(CC3=O)(C)C,13.5356,12.2356,12.8856
CC1=C(SC2=NC=NC(=C12)N3CCCCC3)C,6.71357,5.9062,6.309885
C1CN(CCN1CC2=CC=CC=C2)C(=O)CCNS(=O)(=O)C3=CC=C(C=C3)Cl,5.35106,3.93878,4.64492
C1=CC=C(C=C1)C2=NNC(=N2)C3=CC=CC=N3,-2.01979,2.64576,0.312985
CC1=NC2=C(C(=N1)NC3=CC=CC=C3O)OC4=CC=CC=C42,-0.00804182,-0.0568044,-0.03242311
CC1=C(N2C=CC=CC2=C1C=NNC(=O)C3=CC=CC=C3O)C(=O)C4=CC=C(C=C4)F,11.1505,13.0084,12.07945
CSC1=CC=C(C=C1)N2C(=O)C3(CCCCC3)NC2=O,-0.353763,-3.45077,-1.9022665
CC(C)OCCCN1C=C2C(=CC(=O)C(C2=O)(C)OC(=O)CCC3=CC=CC=C3)C=C1C4=CC=C(C=C4)C#N,1.33432,-1.95672,-0.3112
CCCC1=NC2=C(C(=N1)SCC3=CC=CC=N3)C(=O)N(C(=O)N2C)C,-1.51713,3.20035,0.8416099999999999
CC1=CC=C(C=C1)S(=O)(=O)NN2C(NC3=CC=CC=C3C2=O)C4=CC=CC=C4F,2.23805,4.06103,3.14954
CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2)CC3=CC=CO3,-10.5818,-6.35033,-8.466065
C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)CSC3=NC=NN3,6.34217,2.7515,4.546835
C1CC1NC(=O)COC(=O)/C=C/C2=C(C=CC(=C2)Br)F,1.09972,6.0442,3.57196
CC1=CC=C(C=C1)N2CC(CC2=O)C(=O)NCCOC,1.56214,5.6632,3.61267
CCOC1=CC=C(C=C1)C2=C(N=NN2C3=NON=C3N)C(=O)NN=CC4=CN=CC=C4,2.94361,3.47181,3.20771
C1C(CN2N1C(=O)C=CC2=O)OC(=O)C3=CC=C(C=C3)[N+](=O)[O-],-0.0691722,4.60996,2.2703939
CC1=CC=CC=C1N2CCN(CC2)C(=O)C3=C(C4=CC=CC=C4O3)COC,-0.841346,-1.09135,-0.966348
CN1C=NN=C1SCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCOCC3,2.51241,-0.207788,1.152311
CC1(CC(C2=C(C1)N(N=C2)C3=CC=C(C=C3)OC)NC(=O)CCC4=NNC(=O)CC4)C,-0.593329,-0.484743,-0.539036
COC1=C(C=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CCC(=O)NC3=CC(=CC=C3)O)OC,4.71947,0.448397,2.5839335
CCOC(=O)C1=CN=C2C(=C(C=CC2=C1NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CC=N4)C)C,15.3834,12.4774,13.9304
COC1=C(C=C(C=C1)CCNC(=O)CSCC2=CC=C(C=C2)Br)OC,5.13143,2.79019,3.96081
C1=CC(=CC(=C1)Cl)C=NNC(=O)C2=C(N(N=N2)C3=NON=C3N)C4=CC=CS4,5.64687,3.97356,4.810215
CCC(=O)NC1=C(C2=C(S1)CN(CC2)CC3=CC=CC=C3)C(=O)N.[Cl-],-6.65286,-14.5198,-10.58633
C1CCN(C1)CCCNC(=O)C2=CC=C(O2)CS(=O)(=O)C3=CC=C(C=C3)Br,4.63251,1.86731,3.24991
CC1=CC(=CC=C1)NC(=S)NC2CC3CC2C=C3,0.0407266,-1.56898,-0.7641267
COC1=CC=CC(=C1)NC(=O)C2CCCN2C(=O)NC3=CC=CC=C3F,5.68698,4.17126,4.92912
CC1CCCCN1S(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=CC=C(C=C3)NC(=O)C)OC,0.425564,5.94118,3.183372
CC1=CC=C(C=C1)SCC2=NC(=NO2)C3=CC=NC=C3,9.11881,10.9532,10.036005
CCCCN1C(=O)C2=CC=CC=C2C(=N1)C(=O)NC3=NC4=C(S3)CCCC4,-0.946511,1.36674,0.2101145
C1CN(CCC1C2=NC(=NO2)C3=CC=NC=C3)S(=O)(=O)C4=CC5=CC=CC=C5C=C4,-2.12293,-3.59437,-2.85865
CCCC12CN(CC(C1=O)(CN(C2)C(=O)C3=CC=C(C=C3)OC)C)C(=O)C4=CC=C(C=C4)OC,8.92486,2.54648,5.735670000000001
COC1=CC=C(C=C1)N=CC2=C3C=CC=CC3=C(S2)O,7.94098,4.14424,6.04261
CN(C1=CC=CC=C1)C(=O)C2=CC(=CC=C2)NC(=O)CC3=CC=CC=C3,3.87219,1.15997,2.51608
CCCCNC(=O)NC1=C(NC2=C1C=C(C=C2)C)C(=O)OC,-0.615773,1.29703,0.3406284999999999
CN1C(=C(C(=O)N(C1=S)C)/C=N/N2CCOCC2)O,-4.00463,4.16635,0.0808600000000003
CC1=C(C2=C(N1CC3=CC=CO3)C=CC(=C2)O)C(=O)OC,3.97584,6.38513,5.180485
CCN1C=C(C=N1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,6.55211,4.90524,5.728675
C1=CC(=C(C(=C1)Cl)Cl)NC(=S)NCC2=CC=CS2,1.87148,0.531959,1.2017195
C1=CC=C(C=C1)CCNC(=O)COC(=O)C2=NC=CN=C2,8.29831,6.12835,7.213330000000001
C1COC2=C(O1)C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-],6.54927,7.56522,7.057245
COC1=CC=C(C=C1)N2CCN(CC2)CC(=O)NC3=C(C=CS3)C#N,5.82083,8.36543,7.09313
C1CC2=CC=CC=C2N(C1)CC3=CC(=O)C(=CO3)OCC(=O)NC4=CC=CC=C4,3.35815,6.00464,4.681395
CC1=C(N=C(O1)C2=CC=CS2)CN3CCCC(C3)(CC4=CC(=CC=C4)OC)CO,2.74608,8.0617,5.4038900000000005
C1=CC(=CC(=C1)S(=O)(=O)NC2=CC=C(C=C2)Cl)C(=O)NN=CC3=CC=NC=C3,5.01255,10.4242,7.718375
CC12CC3CC(C1)(CC(C3)(C2)NC4=NC(=NC5=CC=CC=C54)N6CCOCC6)C,0.176733,-1.30552,-0.5643935
COC1=C(C=C(C=C1)C=O)CN2C=CN=C2.[Cl-],-0.523756,-1.07631,-0.800033
CC1=CC(=NO1)NC(=O)CSC2=NN=C(N2CC3CCCO3)C4=CC=CO4,2.39667,3.61829,3.00748
CCOC(=O)C1=NN(C=C1C(=O)C2=CC=CC3=CC=CC=C32)C4=CC=C(C=C4)Br,-0.608696,-2.78396,-1.696328
CCOC1=CC=C(C=C1)NC(=O)NCC2CCN(C2)C3=CC=C(C=C3)OC,2.8906,3.21611,3.053355
CC12CN(CC(C1=O)(CN(C2)C(=O)C3=CC=CO3)C4=CC=CC=C4)C(=O)C5=CC=CO5,5.041,3.95904,4.50002
CC1=CC=C(C=C1)C(=O)NCC(=O)OCC(=O)N2CCCC3=CC=CC=C32,-0.787526,3.69587,1.4541720000000002
CC1=C(C=C(C(=N1)SCC2=CC=CC=N2)C#N)C(=O)C,2.88753,0.775194,1.831362
CC1=C(C=C(C=C1)C2=NN=C(C3=CC=CC=C32)N4CCOCC4)S(=O)(=O)NCC5=CN=CC=C5,5.47854,3.62409,4.551315
CC1=CC=C(C=C1)C2C(C(CC3=NOC(=C23)C)(C)O)C(=O)C,-1.749,0.421328,-0.6638360000000001
CCN(CC)CCN(C1=NC2=CC3=C(C=C2S1)OCO3)C(=O)C4=COCCO4.[Cl-],2.95446,1.28355,2.119005
CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)N3CCN(CC3)C4=CC=CC=C4)CC5=CC=CN5C,3.29013,4.91395,4.10204
CSC1=NC=NC2=C1C=CN2,2.73043,2.93073,2.8305800000000003
CCCCC(C1=NN=NN1CC2CCCO2)N3CCN(CC3)C4=CC=CC=C4.[Cl-],1.15148,2.08566,1.61857
CN1C=C(C(=N1)C(=O)NN=CC2=CNC3=CC=CC=C32)[N+](=O)[O-],-0.11084,3.55566,1.72241
CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NC(=O)CCN2C(=O)C3CC=CCC3C2=O,3.06407,3.28126,3.1726650000000003
C1=CC(=C(C(=C1)Cl)CC(=O)OCC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N)F,2.68363,7.24413,4.96388
C1=CC=C(C(=C1)N2C(=NNC2=S)C3=CC=NN3)Cl,1.9213,5.50935,3.715325
CC1=NC(=CC=C1)CN2CCC(CC2)N3C(=CC=N3)NC(=O)C(C4=CC=CC=C4)OC,-2.2112,-1.3006,-1.7559
CCOC(=O)C1CCN(CC1)CCC(=O)NC2=CC=C(C=C2)F,2.71689,-0.694225,1.0113325
C1C(ON=C1C2=CC(=CC=C2)[N+](=O)[O-])CN3C(=CC(=N3)C4=CC=CC=C4)C(=O)NCC5=CC(=CC=C5)Br,1.32033,1.43249,1.37641
C1=CC=C(C=C1)C2=NOC(=N2)CCC(=O)NCC3=CC=CO3,-9.55709,-2.56186,-6.059475
CC1=C(C=C(C=C1)NC(=O)C2=C(C3=C(O2)C=CC(=C3)Br)C)S(=O)(=O)N4CCOCC4,3.04804,2.05846,2.55325
CCS(=O)(=O)C1=CC(=C(C=C1)O)NC(=O)NC2=CC=CC3=CC=CC=C32,1.75026,2.52228,2.13627
CCOC(=O)C1=C(NC(=C1C)C(=O)OCC(=O)NC2=CC(=C(C=C2)OC)Cl)C,5.48056,5.9139,5.697229999999999
C[C@@H](C(=O)N1CCN(CC1)C)NC(=O)[C@@H]2C(SC3N2C(=O)C4=CC=CC=C34)(C)C,3.20782,1.01431,2.111065
C1CCN(CC1)C2=C(C(=O)N(C2=O)C3=CC=CC=C3Cl)Cl,-0.451467,0.492254,0.0203935
COC1=CC=CC=C1NC(=O)NC2=NC(=CS2)CC(=O)NCC3=CC=C(C=C3)F,7.05672,3.57407,5.3153950000000005
C1=CC2=NSN=C2C(=C1)S(=O)(=O)NCC(=O)NCC3=CC=C(C=C3)Cl,4.32984,2.90207,3.615955
CC1=NC2=CC=CC=C2N1CCC3=NN4C(=N3)C5=CC=CC=C5N=C4SCC#N,-0.712098,0.216033,-0.2480325
CC1=CC=CC=C1NC(=O)C2=CC(=CC=C2)N3C(=O)C4C5CC(C4C3=O)C(C5Br)Br,-0.355002,-1.43617,-0.895586
CC1=C(C(=C(S1)NC(=O)/C=C/C(=O)O)C(=O)OC)C2=CC=C(C=C2)C(C)C,18.5058,17.9031,18.20445
C1CN(CC2=CC=CC=C21)C(=O)CN3C=C(C4=CC=CC=C43)C(=O)C(=O)N5CCOCC5,6.73174,-1.97491,2.3784150000000004
CC12C3CC(C1C(=O)N(C2=O)N4C=NN=C4)C=C3,0.897408,5.67683,3.287119
CN1C2=CC=CC=C2N(C1=N)CC(=O)C3=CC(=CC=C3)OC.[Br-],0.169557,6.04593,3.1077435
CC1=CC=C(C=C1)C(=O)C(C)OC(=O)CNC(=O)C2=CC=C(O2)Br,0.430663,2.56309,1.4968765
C1CCN(CC1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=NC=C(C=C3)Cl)Br,1.46528,2.23985,1.852565
C1CC(OC1)CNC(=O)C2=C(C(=NO2)CSC3=CC=C(C=C3)F)C(=O)O,-1.52527,7.09019,2.78246
CC1(CC1(Cl)Cl)C(=O)NC(=S)N(CCC#N)CC2=CN=CC=C2,13.0717,10.3936,11.73265
CCOC1=CC=CC(=C1O)C=NNC(=O)C2=CN=CC=C2,0.447013,-3.81353,-1.6832585
CC1CC2C3CCC4CC(=O)CCC4(C3CCC2(C1C(=O)C)C)C,7.07846,12.6928,9.88563
CC1=CC(=C(C(=C1NC(=O)C2CCCO2)C)NC(=O)C3CCCO3)C,3.78516,7.05579,5.420475
CCCCC1=NC2=C(O1)C=CC(=C2)C(=O)NCCC3=C(NN=C3C)C,5.99803,3.06909,4.53356
CC1=CC(=CC=C1)C2=NN3C(=C2)N=C(C(=C3NCCCN4C=CN=C4)C)C,0.703443,2.68378,1.6936115
CN1C2=C(C(=NP1(=S)SC)SC)N3CCCC3=N2,-1.62979,2.09232,0.2312649999999999
CCN(CC(=O)NC1=C(C=CC=C1F)F)C(=O)CC2=CSC(=N2)C3=CC=CC=C3,9.50634,8.08966,8.798
CC(C)C1=NC(=CS1)C(=O)N2CCC3=C(C2C4=CC=CC=N4)NC5=CC=CC=C35,5.65045,5.83841,5.74443
COC1=CC(=CC(=C1OC)OC)C(=O)NC(=S)NNC(=O)C2=NC=CN=C2,17.1083,22.0763,19.5923
CN1C(=O)C2=C(C1=O)C=C(C=C2)NC(=O)C3=CC(=CC=C3)N4C(=O)CCC4=O,5.01577,0.713418,2.864594
CC1=C(C=C(C=C1)NC(=O)CN(CC2=CC=CC=C2)S(=O)(=O)C)C,0.595584,6.44661,3.521097
CC1=C(C(=CC=C1)C)N(CC(CN2C3=CC=CC=C3C4=CC=CC=C42)O)S(=O)(=O)C,-1.48673,-6.83278,-4.159755
CC1=C(C(=NC2=NC(=NN12)SCC(=O)NCCCN3CCCCCC3)C)CC4=CC=CC=C4,1.7366,-2.35871,-0.3110549999999999
CC1=C(SC=C1)C(=O)N2CCCC(C2)CCC(=O)NCC3=CC=CC=C3F,-3.23326,7.53059,2.1486650000000003
CCCN1C2=CC=CC=C2N=C1NC3=CC=C(C=C3)Cl,2.59351,1.78439,2.18895
CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2)OC3=CC=C(C=C3)Br,42.9394,42.7438,42.8416
C1=COC(=C1)C(=O)NC2=CC=C(C=C2)NC(=O)C3=CC=CS3,-0.240942,4.50427,2.131664
CC1C2=CC(=C(C=C2CCN1CC3=C(C=CC(=C3)C=NNC(=O)C4=CC(=C(C(=C4)OC)OC)OC)OC)OC)OC,2.0644,-1.41729,0.323555
COC1=CC(=CC(=C1)C(=O)NCCSCC2=CC=CO2)OC,1.75478,-3.70591,-0.975565
C1OC2=C(O1)C=C(C=C2)NC(=S)NC3=CC4=C(C=C3)OCO4,1.8708,0.507576,1.189188
CC1=C2C(=CC=C1)C=C3C(=C(SC3=N2)C(=O)N4CCC5=CC=CC=C54)N,11.7351,3.21372,7.47441
CN1C(=NN=C1SCC2=CC=C(C=C2)C#N)C3=CC=CC=C3,2.65873,5.50261,4.08067
CCOC(=O)C1CCCN(C1)CC(COC2=C(C=C(C=C2)OC)C(C)(C)C)O,4.51661,3.37578,3.946195
CC1=CC(=CC=C1)N(CC2=CC=CC=C2)C(=O)C3=CC=C(C=C3)CS(=O)(=O)C,2.66447,3.47799,3.07123
CC(C)(C)C1=CC=C(C=C1)C(=O)C2CCCN(C2)C(=O)CN3CCCC3=O,4.14809,8.07162,6.109855
CCC(=NC1=CC=C(C=C1)C(=O)OCC)C2=C(N(C(=O)N(C2=O)C)C)O,3.60573,6.77629,5.19101
CC1=C(C=C(C=C1)C(=O)NC(C)CCC2=CC=CC=C2)S(=O)(=O)N3CCOCC3,1.38823,1.45814,1.423185
COC1=C(C(=O)N(C=C1)CCC2=CNC3=CC=CC=C32)CC(=O)OC,1.93176,2.57501,2.253385
CCC1CCC2=C(C1)C=C(S2)C(=O)NNC(=S)NCC3CCCO3,7.09557,6.13788,6.616725000000001
CCOC1C(C(C=C(O1)C(=O)NC2CC2)C3=CNC4=CC=CC=C43)CCCO,9.66803,4.73828,7.203155
COC1=CC=CC=C1N2C(=NN=C2SCC(=O)NC3=CC=CC(=C3)C(=O)O)C4=CC=CC=C4O,-0.185305,1.78358,0.7991375
CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCCC(C3)NC4=CC(=C(C=C4)OC)OC)C,2.49246,1.88545,2.188955
CN1C2=C(C=C(C=C2)S(=O)(=O)NCCC(=O)NC3=NC4=C(S3)C=C(C=C4)OC)OC1=O,2.13672,0.379316,1.258018
C1CN(C2=CC=CC=C21)S(=O)(=O)C3=C(C=CC(=C3)C(=O)NC4=CC=NC=C4)Cl,-0.354359,-2.3721,-1.3632295
C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O,5.12358,0.93647,3.030025
C1C[C@@]23[C@@H](C[C@H](N2C1)C4=CC(=CC=C4)OC5=CC=CC=C5)CN(C3=O)CC6=CN=CC=C6,1.72503,5.60082,3.662925
C1=CC=C2C(=C1)C=CC(=N2)SCC(=O)NC3=NSC(=N3)C4=CC=C(C=C4)Cl,0.291876,3.42328,1.857578
C1CCC(C1)C(=O)NC2=CC=CC3=CC=CC=C32,4.93599,4.92596,4.930975
CC(C)CCNC(=O)C1=CC=C(C=C1)N(C)S(=O)(=O)C2=CC=C(C=C2)OC,-7.06314,-6.90968,-6.986409999999999
C1CCN(CC1)CCNC2=C(N=C(O2)CC3=CC=CC4=CC=CC=C43)C#N,3.73582,1.5865,2.66116
COC1=CC=CC(=C1OC)C2C(=CN(C=C2C(=O)OC)CC3=CC=CS3)C(=O)OC,3.54503,5.49192,4.5184750000000005
C1CC1C2=NN=C(S2)NC(=O)C3=CC=CC=N3,1.80045,3.33505,2.56775
CC1=CC(=C(C=C1)C)C(C)NC(=O)CC#N,-6.1253,-4.51469,-5.3199950000000005
CCCN1C(=CC(=C1C)/C=C(\C#N)/C(=O)OCC(=O)NC2=CC(=C(C=C2)OC)Cl)C,-0.187749,-4.52368,-2.3557145
C1CCC(CC1)C(=O)N2CCCC(C2)C(=O)NC3=CC=CC(=C3)CC(=O)NC4=CC=C(C=C4)C(=O)N5CCOCC5,4.56876,-1.47274,1.54801
CCC1(CC2=CC=CC=C2C3=C1C(=O)OC(=N3)C4=CC=CC=C4)CC,-3.59882,-2.70614,-3.15248
C1CCCN(CC1)CC(=O)NC2=C(C=CC(=C2)[N+](=O)[O-])Cl,5.56935,2.35312,3.961235
C1CC12C3C=CC2C4C3C(=O)N(C4=O)CC5=CN=CC=C5,0.917215,5.39858,3.1578975
CCOC1=CC=CC=C1NC=C2C(=O)OC(OC2=O)(C)C,1.53957,-2.13794,-0.2991849999999999
CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)COC3=CC=CC=C3OC)C,7.92256,3.93845,5.930505
C1CC1NC(=O)C2=CC(=C(C=C2Cl)F)F,-7.68007,-6.09654,-6.888305
CCOC(=O)C1CCCN(C1)C(=O)C(=O)NC2=CC3=C(C=C2)N=C4CCCCCN4C3=O,10.2538,10.1013,10.17755
C1CCC(CC1)CN2CCC(CC2)C(=O)N3CCCC3,0.239664,0.50058,0.370122
CC1=CC=CC=C1C(=O)NCC(=O)OCC(=O)N2CCN(CC2)C(=O)C,5.00512,2.6241,3.81461
CC1=CC(=C(C=C1C)C(=O)COC(=O)CCNS(=O)(=O)C2=C(C=CC=C2Cl)Cl)C,19.3585,7.54996,13.45423
C1=CC=C(C=C1)C2=CC=CC=C2OCCCCN3C=CN=C3,5.71898,4.63099,5.174985
CC1=CC2=C(C=C1)N=C(N2)SCC(=O)NC3CCS(=O)(=O)C3,4.54579,0.432588,2.489189
C1=CC=C(C=C1)/C=C/C(=O)N/C(=C/C2=CC=CC=C2)/C(=O)NCCO,5.69507,0.674609,3.1848395000000003
C1CCC2(C1)OCC3(CO2)C(=O)NC(=O)S3,1.82007,2.11447,1.96727
CN1C(CC2C1C3=NC4=CC=CC=C4N3C2)C(=O)NCC5=CC(=CC=C5)Br,3.23108,-0.805276,1.212902
C1=CC=C(C(=C1)CNC(=O)CCC(=O)C2=CC=CS2)Cl,0.845049,2.1968,1.5209245
CN(C)S(=O)(=O)C1=CC=CC(=C1)NC(=O)COC(=O)C2CCN(CC2)C(=O)C3=CC=C(C=C3)F,7.6905,6.4817,7.0861
CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)CSC2=NN=C(N2C)C(F)(F)F,0.510856,5.70625,3.108553
CCOC1C(C(C=C(O1)C(=O)NCC2=CC=CC=C2)C3=CC=C(C=C3)Br)CCCO,1.94805,6.19501,4.07153
CCOCC(=O)NC1=C(OC2=CC=CC=C21)C(=O)OCC,-0.968746,4.0928,1.5620270000000005
CC(=O)N1CCC(CC1)OC2=C(C=CC(=C2)C(=O)NC3CCC4=CC=CC=C34)OC,3.39286,1.91714,2.655
COC(=O)C1=C(N(N=N1)C2=NON=C2N)CSC3=NC4=CC=CC=C4S3,-7.57613,-0.168622,-3.872376
CCCS(=O)(=O)C1=C(C(=CC(=N1)C)C)S(=O)(=O)C,7.03921,1.45156,4.245385
CN1C(=O)C(NC1=O)(C(F)(F)F)NC(=O)C2CCCCC2,2.98754,-6.03372,-1.5230899999999998
COCCCN(CC(=O)NC1=CC=C(C=C1)N2CCOCC2)S(=O)(=O)C3=CC=CC=C3,-1.33048,4.00634,1.3379299999999998
COC(=O)C1=CC=CC(=C1)CN2C=C(C=N2)[N+](=O)[O-],1.65307,-0.0439786,0.8045457
CC1=CC=C(O1)CN2CCN(CC2CCO)CC3=CN(N=C3)C4=CC=C(C=C4)F,-0.324896,2.34241,1.008757
CC(C)(C)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C,8.08056,5.31174,6.69615
CC1=C([N+](=O)C2=C(N1[O-])CCCCC2)C3=CC=C(C=C3)F,3.58363,2.27524,2.929435
CCCCCCSC1=CC=C(C=C1)C2C3C(C(=O)N(C3=O)CC)[C@](N2)(CC(C)C)C(=O)OC.C(=O)(C(F)(F)F)O,-10.1404,-5.30023,-7.720314999999999
CC1=CC=C(C=C1)N2C(=O)C3=C(N=C2SCC(=O)O)SC4=C3CC(SC4)(C)C,0.0690012,4.71482,2.3919106
COC1=CC=CC=C1N(CC2=CC(=O)NC3=CC=CC=C32)C(=O)C4=CC(=CC=C4)[N+](=O)[O-],5.28584,8.15641,6.721125
CCOC1=C(C=CC(=C1)C2NN=C(S2)C3=CC=CC=C3)OCC4=CC=C(C=C4)F,2.93439,2.98352,2.958955
CC(C)(C)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)Cl)N,-7.29523,2.921,-2.1871150000000004
CC1=NC(=CC=C1)CNC(=O)C2=NOC(=C2)COC3=CC=CC=C3SC,3.56576,5.80197,4.683865
C1CCN(CC1)CC(=O)N2C(CC(=N2)C3=CC=CS3)C4=CC=CS4,1.92459,-0.54273,0.69093
CC1=NN(C2=C1C(C(=C(O2)N)C#N)C3=CN=CC=C3)C4=CC(=CC=C4)Cl,-0.799941,1.45043,0.3252445
CC1=CC2=CC=CC=C2N1CCNC(=O)C3CCCC3,1.91544,-1.57192,0.17176
CCOC(=O)C1=C(C=C(C=C1)C2=C(OC3=CC=CC=C32)C4=CC=CC=C4OC)F,-6.50326,-4.46861,-5.485935
CC1=CC(=CC=C1)N2C(=O)CC(C2=O)N(C3=CC=CC=C3)O,-0.493679,-3.64096,-2.0673195
C1=CC=C(C=C1)CCSC2=NC=NC3=C2NC=N3,1.95371,1.67081,1.81226
C1C[C@@]2(C(C(CC(O2)CCO)O)O)OC1,3.9023,1.55125,2.726775
CC1=CC=CC=C1OCC2=NC3=CC=CC=C3C(=O)N2N=CC4=CC=CO4,-11.7275,-8.28472,-10.00611
CN1C2=C(N=C1SCC(=O)NCC3=CC=CO3)N(C(=O)N(C2=O)C)C,2.6774,3.79281,3.235105
CCN1C(=C(C(=NC1=S)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)C)C,-3.64212,-4.12371,-3.882915
C1=COC(=C1)CN2C(=O)C3=C(C2=O)C=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)C(=O)O,5.02133,1.8083,3.414815
C1CC1NC(=O)COC(=O)C2=C(N=CC=C2)NC3=CC=CC=C3F,-1.6323,-1.28565,-1.458975
C1CC(CN(C1)C(=O)C2=COC=C2)N3CCN(CC3)C4=CC(=CC=C4)Cl,1.47166,1.76371,1.617685
CN1C=NN=C1SCC(=O)NCCC2=C(C=C(C=C2)Cl)Cl,3.59338,2.09176,2.84257
CC1=CC(=CC=C1)NN=CC2=CC=C(S2)C,4.6506,7.54335,6.0969750000000005
CCN(CC)C1=CC2=C(C=C1)C(C(=C(O2)N)C#N)C3=CN=CC=C3,9.26137,5.84503,7.5532
CC1CN(CCN1C(=S)NC2=CC=C(C=C2)C(=O)C)C(=S)NC3=CC=C(C=C3)C(=O)C,-0.132905,-0.172637,-0.152771
CCOC(=O)C1CCN(CC1)C(=O)C2=CC3=C(O2)N=C4C=C(C=CC4=C3)OC,2.75715,3.61085,3.184
CCOC1=CC(=C(C=C1N2C=NN=N2)OCC)S(=O)(=O)N3CCC(=CC3)C4=CC=C(C=C4)F,2.97791,8.32262,5.650265
CCOC(=O)C1(CCN(CC1)C(=O)CN2C=NN=N2)CC3=CC(=CC=C3)F,2.79477,7.06751,4.93114
CCOC(=O)C1=NOC(=C1)C2=CSC(=N2)NC3=C(C=C(C=C3C)C)C,-2.96083,0.556371,-1.2022295
CC(=O)C1=CC=C(C=C1)OCCCC(=O)NC2=CC3=C(C=C2)OCCO3,2.93865,-2.17102,0.383815
C1CC2=C(N3C(=CC(=N3)C(=O)O)N=C2C4=CC=CC=C41)C(F)(F)F,0.492889,0.105597,0.299243
C1CCN(C(C1)CO)C(=S)NC(=O)C2=CC=CS2,2.81456,2.22804,2.5213
